GEOID,B01003_001E_x,B02001_002E_x,B01001_026E_x,B01003_001M_x,B02001_002T,B01001_026T,B01003_001E_y,B01003_001M_y,B02001_002E_y,B02001_002M,B01001_026E_y,B01001_026M,state,county,tract
10003014301,1305.5275384445126,1092.9471154436999,737.0652070471452,916.6538564277529,858.7720067810519,545.1263204750219,1448,330,1243,328,643,167,10,003,014301
10003014302,5752.238933724627,4822.283655512852,3248.3069240415352,868.9725025341414,933.4478613669739,653.3451085981175,6014,567,4908,567,3508,443,10,003,014302
10003014402,3233.562386422459,2422.128106265698,1820.4310824139898,790.4235643116258,535.4338950831298,473.6475727444483,2989,505,2412,412,1483,333,10,003,014402
10003014403,5200.858852975152,4037.6260651225925,2585.5050114373466,1971.8940000407008,2316.4368742773877,1225.605785567294,4966,605,3459,600,2352,406,10,003,014403
10003014404,3482.422381680872,2901.0656075086413,1833.6564483727416,638.8376753253383,574.0933243339005,414.0073570721417,4754,664,2949,429,2359,320,10,003,014404
10003014501,2052.2592407175634,1948.3340924663928,1169.4203550687294,303.8271301368638,310.14303834800995,237.29851140721428,2126,343,1470,310,973,203,10,003,014501
10003014502,6443.329411764706,5969.899901524992,3720.2295695951684,1856.694577355638,1846.568733035012,1132.6027705669817,6752,735,5791,713,3676,523,10,003,014502
10003014702,1927.0,1550.9951375668218,915.8356280800468,435.45126235444815,320.94940577853316,159.88096389343315,1759,387,1144,289,879,244,10,003,014702
10003014703,4727.960795191863,3420.0201024133653,2710.4406347744875,504.997385535474,707.7459335187511,454.7642454593688,5485,990,3445,687,3067,659,10,003,014703
10003014705,5420.037844263919,4051.490258809974,2552.279343888501,851.2389369898348,703.8403098701906,437.8110411831389,5082,631,3254,394,2421,338,10,003,014705
10003014706,3061.735294117647,1400.0200061174942,1667.6855225678182,528.9813279377687,345.2487130878457,298.3118104315101,2743,431,1380,390,1313,240,10,003,014706
10003014803,3857.8803556228127,3356.7799016710255,2030.0067943184738,357.00817495685686,391.8322065730053,226.26514170696944,4206,408,2876,338,2251,298,10,003,014803
10003014808,6319.0,4301.385903881473,3132.407630711368,1061.9040909074697,877.4149069333876,579.9811712051239,6381,959,3005,410,2745,386,10,003,014808
10003014809,7662.0,5388.420110260507,3928.18430711827,1009.5252047026886,1019.1261433678119,652.1181904226302,8336,1706,5137,1529,4300,902,10,003,014809
10003014810,7106.706706706706,4703.989847632459,3416.2162691372314,951.2852837392772,943.3632571090126,622.5517078345533,7111,791,4924,619,3590,430,10,003,014810
10003014811,6007.0,3732.854957397366,2862.165666150271,573.6053245983977,651.8726813328321,407.9317191628876,6417,561,3869,593,3301,395,10,003,014811
10003014812,4161.293293293294,2585.9004992599102,1982.7386034368994,504.98201469733385,579.4542930237616,359.6063124357057,4732,1019,3288,885,2604,818,10,003,014812
10003014813,4871.19587628866,3184.112688203214,2534.049172902361,623.1587053253239,661.3410413196301,397.2960462792654,5051,1193,2799,666,2532,710,10,003,014813
10003014814,3676.0,2402.8592852958404,1912.2952548330404,533.0489966782039,669.9927989045556,397.4911253028459,4121,687,2493,656,2275,485,10,003,014814
10003014903,7134.0,3271.968637249736,3254.912640825206,1329.0638428047282,1084.7280952673427,827.5658871152192,7662,1215,3651,950,3999,755,10,003,014903
10003014904,4968.635353535354,2870.7252061587037,2614.376796416364,647.4948305639921,433.6335775757664,351.45546826089725,5417,851,3126,711,3069,634,10,003,014904
10003014906,4726.0,2043.5464295685588,2303.7710327257137,778.3466733017585,439.9979233485584,501.79795734414887,5352,685,1604,301,2836,371,10,003,014906
10003014907,4838.988235294118,2361.641826626193,2534.353162196578,890.714237387445,636.7984560898846,538.2737740721929,4932,679,1963,472,2681,488,10,003,014907
10003014908,2198.363339275104,696.8114082535792,1332.4778145821174,238.76502812047514,149.11450858351787,220.54622865043763,2258,502,697,205,1515,449,10,003,014908
10003014909,6075.601307189542,2057.385036065627,3287.1946034772272,845.7284172228187,442.3836152424141,580.3876527985765,5711,642,2193,563,2688,476,10,003,014909
10003015000,5304.436363636363,2847.2872078048094,2719.6430958135597,931.1843843806489,747.3319365107304,453.5830949633739,5670,1223,3676,1267,2787,471,10,003,015000
10003015100,3527.0079340450184,2892.001363026428,1863.2821255510887,432.12179302550163,440.1783340809808,290.25887297802564,3567,491,2439,583,1771,289,10,003,015100
10003015200,5929.0,4275.816184270344,3539.9696923776332,2234.38176185214,1362.0955927851744,1575.8057972495324,6110,710,3135,610,3264,475,10,003,015200
10003015400,3189.509090909091,216.43512984643957,1860.6439388411661,558.7387116849727,68.90970886964912,263.7632335225311,2812,532,318,196,1583,325,10,003,015400
10003015502,2848.0,1082.220215352553,1469.9993053143453,465.9611035192172,284.11493954760965,301.9900566139199,2892,640,623,135,1438,334,10,003,015502
10003015600,2338.490909090909,970.7020735487752,1177.6813516312595,567.012946296098,196.1138189867932,216.8506263053604,2773,767,994,167,1348,275,10,003,015600
10003015802,2416.0,1821.622659779918,1181.1686350211212,265.4348243986688,276.7661699156927,157.54716843554726,2356,416,1623,426,1317,290,10,003,015802
10003015900,3341.3564356435645,2055.910805245023,1842.0396169303165,403.1086305186327,405.34480408409695,379.43421830801253,3344,458,2427,556,1690,284,10,003,015900
10003016000,2759.8166273584907,1022.893646556006,1511.8288487964883,448.62590844847284,270.96121252221053,337.7546073869256,2744,629,799,192,1470,302,10,003,016000
10003016100,1883.074569169814,1165.5035786719593,896.2597513588756,293.0240383554051,337.1691087943047,176.55196602647388,2172,329,1578,320,1116,227,10,003,016100
10003016200,2673.744433783113,2084.1737433466246,1300.8363330071618,383.8602429821934,422.43262505709714,229.16439721004656,2492,344,1769,330,1385,219,10,003,016200
10003016301,5074.0,3727.4605037357587,2483.4003034456746,817.7482739421396,580.2895877619089,394.73371576007816,5986,809,2897,522,3105,521,10,003,016301
10003016306,4582.0,2618.285714285714,2408.9647696476964,1020.8102177920279,993.7845951180783,662.6714466124777,4433,821,1665,602,2423,582,10,003,016306
10003016307,2852.0,1629.7142857142856,1499.4254742547425,826.1837128622195,871.4350784222308,584.4335034879414,2606,409,1232,297,1436,257,10,003,016307
10003016308,3747.760447834706,1262.2121944748437,1955.924016558218,791.6918030356886,484.8235415861641,396.72323868446676,4309,985,1397,592,2057,555,10,003,016308
10003016309,3765.239552165294,1272.4986405293296,1964.8442428305793,946.3202130635692,602.9532742949207,507.2316874184478,3674,683,1675,456,1887,456,10,003,016309
10003016401,5828.0,3734.897050841325,2966.1957662384657,554.5157289487875,436.55035191824476,406.3277535749069,6126,942,3478,610,2707,465,10,003,016401
10003016404,2970.602409638554,2637.9704902265366,1491.0724210866779,526.4615057007902,476.7204454870646,224.5196054054557,2878,381,2041,283,1350,187,10,003,016404
10003016608,4298.168873197999,4031.337912341603,1991.2758272865412,637.5002724691402,609.9557489705325,259.50585826175876,6510,897,4126,529,3652,617,10,003,016608
10003016609,5619.0,4303.845096999269,2763.077552806207,828.6092415973458,962.7565985241133,572.8366915294021,5156,457,4107,525,2620,313,10,003,016609
10003016610,5743.0,4398.781370567702,2824.0197501377916,1200.1625107826371,1096.560068747022,633.547078169216,7298,940,4168,745,3916,581,10,003,016610
10003016611,2780.0,2224.353071916177,1444.5054770598508,581.4714742709232,487.6931849365315,396.21243990984533,6782,1511,4911,1449,3283,773,10,003,016611
10003016612,3711.6363636363635,2969.7804846368113,1928.5895885349769,487.04657171358286,491.2203864344733,389.48948236437025,5670,684,4333,686,2886,532,10,003,016612
10003016613,6117.363636363636,4117.9256238555645,3081.598865958407,855.0467717639591,746.0156127768436,622.3734623331404,5352,1037,2757,677,2731,546,10,003,016613
10003016614,5253.580645161291,3536.4669556510466,2646.471441082028,1235.7572887608717,913.738825425331,700.259571446109,6496,1110,5453,1159,3401,632,10,003,016614
10003016805,1814.2981186662728,1546.196554028304,859.3746011921637,491.91791930952763,541.3145634568673,263.50236789482443,1653,468,1540,470,902,290,10,003,016805
10003016806,3937.341126616746,3353.3657824515058,1865.136015644474,832.6410782352168,783.6334647311593,379.2002296310899,5009,495,2411,445,2675,312,10,003,016806
10003016807,1846.0,1464.4579439252336,938.9252336448599,377.8301778410189,343.4339582653841,233.60785599974105,1621,320,1464,290,948,188,10,003,016807
10003016808,4996.459354838709,3964.5597186463165,2540.842234042755,891.0651796474003,696.4073293268307,458.4423765463705,5900,860,3714,742,3176,516,10,003,016808
10003016901,2215.6205349367615,2102.6361800214204,1038.6644428290945,372.8235305073448,367.1463685482808,157.59220282105733,2190,385,2128,384,1126,256,10,003,016901
10003016904,4134.37,2018.3250938811575,656.6406074663132,1150.4525459844606,475.1277576720048,157.68282711571732,3996,389,2183,385,698,106,10,003,016904
10003980100,0.0,0.0,0.0,33.40859443992681,0.0,0.0,0,12,0,12,0,12,10,003,980100
10005050101,3774.714285714286,3529.4602479282585,2000.229407828142,579.1473789499103,612.1669046924937,356.706834024904,4140,626,3801,586,2158,358,10,005,050101
10005050103,4442.860465116279,3507.484092240886,2212.2199883890835,1345.4601878146716,1061.756734443276,604.1374895948036,5246,720,4727,621,2548,338,10,005,050103
10005050104,4309.1462628865975,3715.3737226566886,2206.364708017696,829.3681284757389,969.9985415607731,542.6949682754839,4714,365,2996,405,2618,328,10,005,050104
10005050105,5493.425249169435,3003.5307323404663,2931.9271706985287,1148.3047635094733,871.6180282075567,735.9647425645906,5205,625,3612,394,2646,437,10,005,050105
10005050200,3195.0,2131.245249926922,1511.1107863197894,2038.9773115220619,1678.325755444415,720.3383754591214,4320,711,2802,585,2141,372,10,005,050200
10005050302,4995.0,3605.0403652993555,2677.3626068498766,1065.6392665684928,950.1168479992654,598.9208361356426,5516,693,4071,521,2936,435,10,005,050302
10005050303,3017.4,2332.8729157967227,1580.7415850285852,1544.7008452081454,1345.2644968317247,728.6141226842678,2896,409,2455,403,1444,271,10,005,050303
10005050304,3898.0,3013.574751861042,2042.0973945409428,1862.1230886923547,1582.18583800938,853.0351097649925,5343,669,4063,703,2735,547,10,005,050304
10005050401,3779.426086956522,3098.1085245985346,1985.1418877173273,1046.05968650792,1022.3858841430878,575.2281994990158,3507,475,3089,440,1766,232,10,005,050401
10005050403,3403.0,2159.73802789902,1646.675233195409,754.5206771069288,541.0346884623535,414.0452119979708,3412,311,2069,297,1786,202,10,005,050403
10005050405,3728.573913043478,3078.8226753096233,2045.016073563664,952.7870527868108,986.7369040261987,566.0739544744245,4615,599,3249,565,2452,363,10,005,050405
10005050406,4996.0,2859.254348647046,2879.04219739916,1100.6161887295564,794.0902495464255,682.2154962617267,4709,437,2649,490,2528,330,10,005,050406
10005050407,4738.0,2751.3628450634174,2600.538671972146,1268.0388724671056,897.0733997007892,800.0321127517954,6067,1068,3894,834,3141,582,10,005,050407
10005050408,4473.339285714285,2976.4506452408095,2186.9689562173703,1000.7329881008196,834.5548655909788,549.4970701848827,4726,572,2654,402,2569,395,10,005,050408
10005050501,3502.0,2757.226055919096,1789.540749553837,942.8436733928077,796.1818377778105,425.61235198636126,4556,600,3662,657,2455,475,10,005,050501
10005050503,5335.62037037037,2738.924698880144,2278.7122031113367,1772.077127335486,1241.2999948924553,748.4119940002156,6221,885,4514,974,2685,402,10,005,050503
10005050505,2519.9885714285715,1677.8037509615626,1121.0162812973026,762.0634315321807,499.27054122154726,336.1279181378132,2927,417,1957,406,973,260,10,005,050505
10005050506,3609.391058201058,2403.125920806784,1605.636703153189,1042.9723801352015,808.8161181710892,502.5486253806791,3354,386,2875,361,1661,289,10,005,050506
10005050601,5024.5675675675675,4375.261892221151,2456.542376530056,1387.4003262103993,1211.2923099909244,571.1716641298576,5336,612,4664,608,2506,327,10,005,050601
10005050603,2004.361111111111,1578.3589095967204,1096.134982638889,671.3704287663837,582.1213255462789,359.0590184441051,2463,387,1793,311,1387,280,10,005,050603
10005050604,3550.7441520467837,2796.190160025716,1941.7347015844753,900.7267352861478,880.0593602583059,518.902439570401,3729,654,2730,654,2210,391,10,005,050604
10005050701,3601.2342069892475,2188.7332703684124,1767.4572469082946,797.8712198038097,528.3934690618935,406.3746878357112,4646,449,3338,355,2298,237,10,005,050701
10005050703,2025.1621420206536,1297.2539644018711,1026.9584898684857,436.6846012937363,318.6035463964354,238.2519467794827,2244,366,1394,211,1079,147,10,005,050703
10005050706,1496.2376237623762,1388.0092423181072,850.8172760253851,547.651819519983,514.89948686861,285.43999648645394,2379,1178,1482,210,1001,398,10,005,050706
10005050707,1846.7623762376238,1551.278786061445,921.0955821325099,564.4498577616858,534.3719914466465,284.38978489710536,2837,394,2641,411,1602,302,10,005,050707
10005050708,2089.009900990099,1753.85978345879,1041.409754006498,503.860796565189,398.84488808126144,212.35091952379477,2577,709,2432,701,1195,424,10,005,050708
10005050709,1680.0,1635.7134670487105,844.974212034384,570.9210047513125,597.353998131916,283.60734785145627,1589,280,1480,289,894,163,10,005,050709
10005050710,1563.5138161459274,1522.2979791586995,786.3862230968915,657.1986229423959,656.5427493166378,275.30109258703925,2354,593,2011,605,1404,361,10,005,050710
10005050711,1109.4861838540726,1080.238983592017,558.028103550673,555.6937004649644,533.4353134116104,207.34037431421712,1065,284,1065,284,590,207,10,005,050711
10005050801,3569.24,2674.706581023564,1993.4147766591293,663.0006812459274,660.2851660667231,389.5038830892801,3906,552,3300,513,2194,285,10,005,050801
10005050804,2779.8741238317757,1904.6399906091897,1498.459669393282,738.0114780387706,615.8471834051471,465.0733356269929,4162,730,3413,541,1947,297,10,005,050804
10005050805,1968.8753846153845,1348.6577998141863,1061.3582613147266,720.5911727445699,527.9641190511489,425.6256422448985,3126,963,3066,964,1585,412,10,005,050805
10005050806,2546.8846153846152,2096.113669454913,1309.7825668810406,1280.2255174498023,927.3381848921372,518.3726122418209,3540,588,3169,564,2036,420,10,005,050806
10005050807,1339.0,1103.7611790319881,688.2249204488361,933.1197715826931,780.4891774157295,380.3669077739973,1984,417,1629,332,1298,310,10,005,050807
10005050808,2369.7196261682243,1953.401440294758,1217.9985819310468,934.8721107254275,867.5500135275536,524.5238008664696,3632,532,3496,557,2033,389,10,005,050808
10005050903,1857.0,1652.8032544378698,970.6213017751479,513.8845572060919,618.1656748877243,270.446121609448,1896,285,1619,283,1088,231,10,005,050903
10005050904,1889.0,1681.284516765286,987.3471400394477,515.242246645408,621.8770324223893,276.7014855664944,2117,429,2003,413,1346,326,10,005,050904
10005050905,2683.5604288499026,2443.1840039405897,1423.3235532977967,855.3163703021535,739.9725156808902,349.0813462955271,3786,691,3629,692,1692,308,10,005,050905
10005051008,2647.5849056603774,2127.914017496508,1373.5112407401423,1061.94239592272,906.9036797610805,584.5249273194993,3535,732,3024,555,1925,469,10,005,051008
10005051009,2077.4546983000187,1669.1191709188897,1077.605089198563,940.1343429735315,681.8132821821641,457.6453906340223,2212,319,1938,393,1148,194,10,005,051009
10005051010,1795.5145631067962,1685.1495044293126,988.6002190025531,241.51510245503698,280.2276378216377,178.11970285223754,2198,286,2054,294,1119,131,10,005,051010
10005051011,2401.4854368932038,2253.8731108214847,1322.2443736329933,289.4429956889457,352.790347640633,226.16446349424933,3147,265,2579,281,1529,197,10,005,051011
10005051012,1614.0,1482.0577049180329,798.3567213114754,368.437224741953,426.97199741337795,206.9292565138308,2152,578,2011,587,1068,220,10,005,051012
10005051013,2591.0,2379.1892896174863,1281.624699453552,422.1454952089993,487.508222811906,233.1146742725116,3826,414,3300,361,1926,268,10,005,051013
10005051014,1238.7319587628865,1194.633101030928,641.6631546391753,269.8569267255296,257.64867902066186,131.7034826727251,1718,289,1689,288,851,133,10,005,051014
10005051015,1485.2680412371135,1432.3924989690722,769.3688453608247,273.26578092832733,267.00678905144184,138.7029095282452,1761,398,1667,390,960,261,10,005,051015
10005051016,1720.2380952380952,1655.0442311311876,855.1195181629964,493.1321314288591,600.126693505021,276.60982840732254,2131,424,2086,424,1163,307,10,005,051016
10005051017,2819.7619047619046,2712.8981078597444,1401.6858759314002,642.2178164703869,685.1848081536275,312.79102860109356,2996,436,2603,356,1670,257,10,005,051017
10005051101,647.960396039604,636.7004207529758,330.63381978008226,174.30509308707033,170.88702873683977,64.2926867931263,909,139,874,133,423,66,10,005,051101
10005051102,1170.2857142857142,1161.2624559358012,568.1257008525218,340.7078851218685,355.35315646764656,151.30888427047358,1450,224,1144,188,849,128,10,005,051102
10005051103,893.7142857142857,851.4740582800284,430.18336886993603,178.58428599890667,128.35448382909559,53.12230683356295,1306,285,1259,282,650,147,10,005,051103
10005051201,1263.899332929048,1240.1181611971233,692.4517651354496,957.0080497677127,764.1529598627053,372.1645418370471,1428,187,1313,165,676,95,10,005,051201
10005051202,923.7575757575758,919.7236998809051,536.5054915971947,242.1887663965647,180.52128647093298,102.77159052236759,1121,261,976,212,638,142,10,005,051202
10005051203,840.0,797.6772047114423,395.35681092285887,157.058850329311,148.60566807051853,56.43229205381056,897,178,880,175,512,117,10,005,051203
10005051204,708.625,685.233495145631,359.1283980582524,149.67253589808462,95.73989008229825,36.76128511006815,682,181,520,65,281,41,10,005,051204
10005051205,690.8274222310283,682.4173492647376,319.5827727190497,279.75800705701573,229.26982838833362,72.01256709493943,761,141,638,104,344,62,10,005,051205
10005051302,2728.018136908963,2501.645659610316,1264.7125568067793,1281.5497243632446,1255.6136709103432,562.8690070233339,4195,440,3845,428,2127,276,10,005,051302
10005051307,1688.7131757174939,1667.0352830012118,872.4819978706608,768.6845170918172,839.1144390827652,413.36487363322266,3471,934,3278,950,1913,618,10,005,051307
10005051308,3244.874074074074,3203.423823747484,1676.5698266426577,976.1643325445463,1068.0973803403083,551.1080290162184,3649,463,3206,487,1785,306,10,005,051308
10005051309,1265.6915204678362,1139.968042042746,651.7324711184048,609.1793818694746,521.4351019936373,243.86473095148804,1171,164,1141,164,621,110,10,005,051309
10005051310,1165.5781477169394,1050.0419681466526,599.8271873629179,465.6363199782129,486.02100922866964,228.15443172538465,1554,362,1512,376,766,183,10,005,051310
10005051311,1033.1282923448064,963.7422554052911,478.46567803690243,448.19656291855676,397.89427475442443,168.24652787360378,1622,233,1607,236,782,148,10,005,051311
10005051312,1716.7132002203184,1598.7545004691985,797.1108032646166,592.3862907239725,578.571147027391,257.6526262829366,1909,408,1873,406,966,180,10,005,051312
10005051313,2394.512750208432,2257.410823339789,1190.4034666536336,768.6984016067506,817.1421091411949,376.2072640305848,2650,369,2425,329,1419,235,10,005,051313
10005051314,2158.0846153846155,2034.3216945580539,1072.7790019824615,788.061696547314,702.5818194663797,333.8487296608242,2319,445,2314,447,1279,234,10,005,051314
10005051400,3571.75,2541.798560700876,1792.58041301627,1185.3071300085778,932.8177219615375,583.5525262121707,3421,358,2862,319,1600,227,10,005,051400
10005051501,2090.6124875124874,1429.1833481936,1064.9277471285334,794.2943132381682,615.0667997200128,397.40499325370996,2420,461,1639,356,1467,333,10,005,051501
10005051502,3005.382249329618,2054.734499946238,1530.9692585162945,1180.1752428889552,829.5428139759396,525.9298566365827,3076,514,2430,612,1604,261,10,005,051502
10005051701,4005.1760264806403,3910.2451459239146,2039.254138546665,1118.31969194085,1164.211430557321,542.5337808497169,4005,658,3499,682,1951,319,10,005,051701
10005051702,5622.917120237506,5064.687490203821,2927.1902782845063,1709.765098379682,1751.7499784682655,854.050220496886,5976,804,4835,666,3208,616,10,005,051702
10005051801,4881.284991960734,4011.921335184126,2661.8955843058493,1101.1698129195056,1054.2746008308386,590.5831531992905,5240,692,4052,649,2626,415,10,005,051801
10005051802,4190.715008039266,2326.790685203409,2212.708470480356,798.3974425634186,696.039175979566,483.2801874911533,4140,562,2339,405,2325,393,10,005,051802
10005051900,4560.244398124023,3315.0671748618115,2244.7939150531765,1039.0135084661845,875.4404090610614,504.1901721425137,4359,623,3665,552,2322,380,10,005,051900
10005980000,5.0,4.450197238658777,2.6134122287968444,340.54437485359745,21.764240486391913,19.465132472466724,0,12,0,12,0,12,10,005,980000
